id,text,label
255,Great price and very fast! I received the item very fast! Very pleased! Would recommend! Not much more to say but it's required.,dogs
256,"Our labrador has always had a problem with tartar stained teeth- not to mention stinky breath. When he was 5 years we decided to get a professional cleaning by our vet, at that time. They did a wonderful job cleaning his teeth, however, they chipped off all the tips of his front incisors and canines teeth; all for about $350.00. Ever since that horrible experience I have been leery about professional cleaning. Buddy is now 8, and the tartar build was back again; I decided to take a chance on Petzlife Oral spray. AMAZING product- in one use I saw an improvement. After a week, most of the tartar is completely gone. I am impressed with this product and will continue to use this product for all three of my labs, as needed. Note",cats
257,"I'm very pleased with this cage and so is my Yellow Sided Green Cheek Conure. The Amazon price is very impressive and especially when compared to the well known chain @ $354.99 and close to 3xs when compared to our local privately owned pet store. I opened the package as soon as it arrived (1-day shipping @ $3.99 with prime) and immediately put it together which took approximately 20 min. I prepared myself for major problems after reading some of the reviews, but assembly was a breeze. Instructions were both easy to read and easy to follow, until I got to the cagetop playstand & corner seed guards. It is at this point that you may need to exercise a bit more patience and rely on a little intuition (use the picture as a guide). Once the cage is fully assembled it is beautiful and works very well to my surprise. I half way expected this cage to be inferior to the ones that we've seen in stores, but the inexpensive price does not mean that its cheaper in quality and that was a very nice bonus.Best Features:1) Cage top playstand my conure loves it and we love that this play area has replaced his swing and swing stand, which was incredibly messy at times. (the swing is now inside of the cage)2) Wrout Iron is so nice to have for cleaning compared to plastic on theSuper Pet Habitat Defined Bird Cage, Cockatiel Enrichment Home with Activity Center. We hate that cage, but our little buddy loved the smaller, darker space. The cleaning trays are also a plus and there are two sets. One to catch what the bird leaves behind on the cage top and one for the cage below. Just pull them out completely to empty and clean, then easily slide them back into place.3) Food & water bowls are of great quality and fit nicely into their holders.4) The corner seed guards are the best feature of this cage. In our Conure's old cage/habitat he would continuously toss his food onto the floor. Food and snacks are now easily redirected into the cage with these guards in place, requiring less sweeping and vacuuming. (width with seed guards is approx 26.5"")The transition took approximately 3 days for our Conure and he is now very happy in his new space.",birds
258,"We used to sleep our Boston Terrier in a travel kennel but we decided he need a little more leg room. We got him a wire crate and a Cratewear set. He used to go to his crate reluctantly at night but now, as soon as he sees his nighttime treat, he bolts into his crate, sits, and waits.We've always given him a treat before bed but he still didn't seem happy to crate up. Now, even when I open the door for him in the morning he just kinda stares at me. ""Um, dude, could you come back in half an hour or so? I'm too comfy to get up just yet.""We're rescuing a cocker mix this June and she'll get the same set up.The only thing that brings it down from 5 Starts is that it's a little expensive for canvas and foam. Also the bumper straps, which are designed to attach above the horizontal crate wires, are immoble. Which means (on some crates) the bumper doesn't reach down to the pad. Small gripe.",dogs
259,"These steps are great. They are sturdy and my 6 month old dachshund is finally able to get on the bed by herself. We do not have a pillow top mattress and these steps are still about 2 inches too short, so she has to jump up, other than that they are great.",dogs
260,"The low rating is due to the fact that my determined 10-pound cat merely turned the inner compartmentalized tray with her paw, within 5 minutes of seeing the unit for the first time, thus, revealing the food-filled adjacent compartments. When she found the automatic feeder, the first day I set it up, it was 8 hours before her next regular feeding (she was not hungry), yet after smelling food in the unit, she dutifully used her paw to turn the food tray ahead one compartment.The fatal flaw is that the fully enclosed compartmentalized tray does not lock into position when resting between timed feedings and is incredibly easy to rotate; no real physical force is required to advance the tray to the next one or several (food-filled) compartments. Only some level of interest in the enclosed food, in conjunction with a slight amount of determination is required for the animal to rotate the tray, at will.Years ago, we did use another automatic timed feeder with this same cat, the Cat Mate C20, which is a 2-meal, flip-lid type of feeder. We would fill up both compartments for the day, and she would immediately lift up both lids with her paw within minutes after it had been filled. That unit also was no match for our obsessive eater.Our cat is not large in size, nor has she provided any evidence that she is particularly clever, particularly strong, or particularly intelligent, she's just one obsessive (determined) cat regarding her food. My cat joins the ranks of the other reviewers, whose animals very simply pushed the tray around, at will, with little force. We had the identical problem as the 10/1/07 reviewer named E. Genzoli, whose Boston Terrier, moved the inner compartmentalized tray around with his face after 3 months of use and the 9/11/07 reviewer named NashvilleLady333 whose Australian Shepherd, also moved the compartments ahead at will after only ""days."" My 10 pound cat moved the inner tray around at will with her front paw within 5 minutes of our ownership of the Petsafe PF5-11. This unit has a design flaw which is fatal if your pet's history regarding food intake reflects even a slight level of determination.In summary, if your pet is somewhat determined and/or intelligent, then this unit's design failure (the non-locking compartmentalized food tray) will become apparent in no time, making the unit completely useless for its intended purpose of timed feedings. The pet need not be strong, heavy, clever, brilliant, nor be a dog in order to exploit the fatal design flaw of the non-locking compartmentalized tray. We have ordered the Super Feeder CSF-3; it may be our only hope for sleeping in, in the morning with our adorable, but food-obsessed cat.",cats
261,"I read many reviews in various online locations before purchasing this for our kitty. Many of the complaints you may read about it being difficult to clean, messy in use, or difficult to assemble are (in my opinion) operator error. For it being difficult to clean",cats
262,I got this for wet food because it had ice packs for the bottom. Their is a flaw in the design. The motor key point doesn't secure the rotating plate. Cat's are very smart. After my car figured out that it was going to provide food. All she had to do was knock it off it's keyed position. Free assess to all compartment.,cats
263,"The animals like the moving water and it's fresh and aerated. This is my second one. On the first one, one of the plastic parts on the motor broke when it was not that old and I was unable to buy that 5 cent part on its own. I was told I had to buy the whole motor which was nearly the price of the whole unit. After a lot of searching I was able to buy a metal washer the right size and kind of fix it so it was usable. I hope the second one holds up a little longer. I have a male cat with bladder/urinary issues and I think it's important he has water available that's fresh and attractive to him.",cats
264,I had seen a local rescue center feeds the cats these as a treat and the cats there went crazy over them. Well my catdidn't feel the same. I gave some to a friend who has cats and they didn't care for them either. I ended up giving therest of what I got to the rescue center.,cats
265,"We received a pink Snuggle Bear with our puppy 10 months ago.Our Snuggle Bear had the scent of our puppy's mom & liter-mates. It was a great comfort to the puppy & she calmed right down every time we gave her ""baby"".She has chewed on ""baby"" for hours and it has held up pretty well.I have washed the toy every few weeks for the entire 10 months. After about 2 weeks, the Snuggle Bear's head fell off the blanket - but a few quick stitches with a needle & thread & all was well again.My 50 lb puppy & I would definitely recommend the Zanies Snuggle Bear Blanket, it is a great product!!",dogs
266,"I've been using this carrier for a couple of years now and I just love it! I velcro'd in a piece of faux lamb fur and my little Yorkie is just perfectly cozy. Easy to carry and i can put her leash, harness and meds in the outside pocket. Best on the market!",cats
267,This product does work on preventing my cats wandering the off limit area of the house. But I think it's just a bit pricey and doesn't last that long.,cats
268,"My spaniel loves this above all his other treat dispensing toys. I put a cup of kibble in it along with some cut up pieces of cheese or meat and it occupies him for a good half hour. Sometimes it gets firmly lodged in between furniture, but he's always quick to run to someone in the family for help. My spaniel is not a chewer so KONG toys have always been ignored. He really loves this toy, because it gives him something to focus on and work for.I haven't noticed any smell as other reviewers have wrote. My terrier is a heavy chewer, but any dog with a bit of sense in them will realize that it's a quicker payoff to roll the ball around than to chew through the ball. My terrier did try chewing through it at first, but as with all toys you need to supervise your dog and make sure they play with it as intended. After correcting him when he tried chewing on it he watched my other dog roll it around and quickly picked up on what he was supposed to do.My only complaint is that when you get to the final bits of treats it may not come out unless you shake the ball violently.",dogs
269,"My boys (beagles) love the Mallard Migrator Bird Plush Dog Toy. &#34;Ducky&#34; has been with us for a long time in the eyes of my lil guys, but with the consistency of this ducks quality i am able to replace them as they wear the toy down. I usually get multiples and now that i have found them on amazon its even more cost effect. This dog toy helps me keep a happy beagle home.",dogs
270,"Okay, I'm embarrassed to say I bought into the hype, I'd seen a number of people raving about this tool and with two pets (cat and dog) that shed pretty regularly, I thought I might as well get one and see if it works for mine. Even at a sale price, it was probably the most expensive grooming tool I personally have ever bought!My cat is a Maine Coon and a shedding machine. So I thought I'd try it first on him. And yes, the comb got out a lot of hair. But I just didn't see any difference in the results that I got with it versus the undercoat rake that I typically use (and that cost me about $[...]). I still had hair floating all around the room and a day later, he was still shedding fur all over the house again. I was hoping he would object less to getting combed out with this tool as well, but no such luck, he still growled and hissed through the whole session.Moving on to my sheltie, my results with him were even worse. This comb pulls out the overcoat, the guard hairs that they do not shed! And left plenty of undercoat behind in the process. It is totally useless on a long-haired, double-coated breed like this, not only leaving the loose hair underneath behind, but actually *damaging* the coat! I will not ever be using this comb on my sheltie(s) again, even an undercoat rake does not pull out guard hairs the way this comb did.Overall, totally disappointed in this overpriced tool. I gave it 2 stars for at least doing a decent enough job on my cat. But for the price, I expected much better.",cats
271,"We prefer the 'guillotine' style of claw clipper for our five cats as it is less likely to shred the claw and does a neater job of removing the tip. We also find it easier to use than the 'scissor' type clipper, but be sure to get some replacement blades, otherwise you will begin to shred your cat's claws.We've been using the Resco brand trimmer ever since our Humane Society friend clued us into the product. It's a very sturdy clipper and the blades are easy to replace--just don't remove the two little screws like I did before reading the directions--press down on the blade ejector tab and the blade pops right out.These are heavy-duty blades, and you can go for quite awhile (up to a year) between replacements.",dogs
272,"We installed this on a hollow core door, it couldn't have been easier (and I am no handy-man!) Just trace the template onto the door, use an electric or manual jig-saw, and you're almost done! Don't be scared by the instructions telling you to drill out some of the holes on the product, just use the drill bit they recommended and all will go smoothly. Cats love this thing, and it keeps the dog out of the basement while still allowing the cats to access their food/litter box. If you are concerned about the size of your cat, our big one is 18 pounds and pretty large, he has no issues fitting through.",cats
273,"My cat loves it. The three stars are all from her.I bought this toy because a friend has two cats who have enjoyed their Turbo Scratcher for a decade.Two problems with the one I received:#1 - The ball wasn't round. Badly molded plastic that went far too slowly around the track with an egg-like wump wump motion. I replaced it with a golf ball, and that works fine, maybe even better than a properly formed plastic ball would.#2 - The color. It wasn't possible to choose the color of this toy when ordering. My cat may not be offended by a pukey shade of turquoise, but I am. I was hoping for dark green, gray, even red--anything but pukish turquoise. I may hide it when friends come over. I'm pretty sure the hue has already decreased the resale value of my home.I suppose it's marginally unfair to gripe about the color when the product title includes ""colors may vary."" But if colors may vary, colors are therefore varied, and why can't a customer choose among those varied colors?",cats
274,Medication appears effective. My dog has some difficulty swollowing the large tablet. Price is reasonable. The containers were crushed upon arrival.,dogs
275,"It really does work! I have a white golden retriever that had tear stains to his muzzle. It took awhile for the product to work because the staining was so bad but he is now completely stain free. Nothing else worked, so I'm glad I found this product!",dogs
276,"I had previously purchased the matching collar at a local pet store, but they were sold out of the leash. I was so excited when I found the leash on Amazon. I Love it! and am so happy w/the purchase!!",dogs
277,"This product is worth the money, for sure. My puppy had major car/motion sickness and using this Snoozer has reduced it to a minimum. It's lightweight so easy to take from inside the house out to the car. The drawer below is large enough for toys, cleaning products and more. He sleeps in it, jumps in it and digs in it while at home. When we get into the car, he settles down and naps for rides.The only hang up I have is that underneath, on the bottom, it's just a thin layer of foam to line the bottom. Something caught on the drawer, maybe glue, and when I opened the drawer the first time it tore the foam. I'm going to have to cover the bottom with material to ensure it doesn't get caught or tear again.I highly recommend this product as an easy bed and car seat!",dogs
278,"This is supposed to be a really good product. My mother says it works good for herdogs in preventing fleas. However my dog had a bad reaction to it within hours.So, I can't state if it helps my dogs or not.",dogs
279,"It keeps my cat from gorging herself. She knew how to use it immediately. Sometimes she loses it and I have to help her find it, which is a little annoying. Also I have to vacuum more often because the catfood dust falls out. I think it's very worth it to have a healthier cat. She hasn't lost weight, but she's more active and I believe healthier.",cats
280,The dogs love them and they work well for training without adding too much weight as they are very small.,dogs
281,These VetKem products are the BEST!I've used them for 20 years on MANY pets and have always been totally satisfied with the product's capability. I've never experienced any adverse reactions with any of my critters either! I'm pleased!,cats
282,"We have a standard schnauzer pup that went crazy in every other crate except this one. She absolutely loves it. It's big, sturdy, easy to clean, and collapsible/transportable. The only downer is that my wife can't lift it by herself. But that's what I'm for!",dogs
283,"I bought this for my dogs for xmas, and its their new favorite bed. I purchased only one b/c its a lot of $ for a dog bed, but now my two dogs vie for access. We may have to buy another one. Whenever its close to bed-time, we always find one dog claiming the bed before the other gets the chance and has to settle for the boring flat dog bed. They have it so rough.Our largest dog is about 60lbs and she easily fits in this bed. Our other dog is about 30lbs, and they've both tried to fit in it at the same time, but it was a bit snug. Great bed!",dogs
284,"Truly amazing for my 5 month old maltese..really works! Just about a month of using it, we can see a remarkable difference.",dogs
285,"Pets at first normally play with their new toys but then they abandon them, but this one is one his plays with quite often!",dogs
286,"I think of the three Fleece Dog Toys we recently bought our Lhasa, she likes this one the best because she can carry it around, play fetch with it, and also use it as a pillow after a rowdy playtime. Usually, we have pretty good luck with the various soft chew, squeaker toys but sometimes she shakes it so hard there is a tiny rip and the stuffing is showing. If the hole is not too large, I mend it and give it back to her. The Bone is a nice size, good quality, was packaged very well, and arrived on promised delivery date.",dogs
287,"I spent days looking and researching various cat trees. I read about a million reviews and finally decided on this product.I was sceptical about ordering it - I don't live in the U.S. and had to ship this internationally (makes returns quite difficult). This product arrived in 2 boxes weighing about 100lbs. Everything was there and nothing was damaged or broken. Instructions come in a form of a drawing and are very clear and straight forward. Assembly took about 40 minutes (I did it by myself).The quality of the product is great, nothing flimsy about the carpet or posts or platforms/houses whatsoever, I have to admit that I was pleasantly surprised. I am very happy with this product. The platforms are spacious and not overly wobbly (just a litte bit but that is to be expected when you have three hyped cats jump up and down this tree with 70 miles an hour).So much for MY opinion. Now, what do my three 7 months old girls think? They LOVE it. They were all over this while I was still unpacking everything. They are on this tree all the time. They play on it and they sleep on it. They are using everything this cat tower has to offer.So, 5 stars from me and 5 stars from my kittys.This is a great buy, if you have any doubts, throw them out!",cats
288,"The fountain worked fine, but it was too noisy even when filled to capacity. Also, my cats did not like it even after a couple weeks.",cats
289,"I think I've purchased just about every dog toy ever made, and I've been unhappy with 99-percent of them. However, I could not be happier with the Jolly Ball! It's the best toy ever. The balls are double-walled and cannot be deflated. I've purchased 4 of these balls and they have lasted for years. That's amazing when most toys last a week if you're lucky. My dog loves for me to throw the ball and he drags it back by the rope. Eventually (and because we leave them outside all winter in the Oregon rain - the toys, not the dogs :) the ropes wear out, but the balls are still fun to play with because my dog can pick it up by grabbing the edge of the hole where the rope used to be. I give this product a rating of 10 out of 10.",dogs
290,"Hi, my name is Diana and I raise rabbits and just would like to say that they LOVE this chew log!!!",bunny rabbit central
291,"this is a good product. could be a bit larger in size, but still a really good purchase. I would recommend.",cats
292,"I had a chance to use one of these that a relative purchased at a vetinarian clinic for $45 and I was amazed at the impressive job it did.. I found one on line, but it was only $9.95. I was sceptical that it was as good a product as the $45 one, but it is the same brand and NOT a knock-off. It is even larger than the small-dog $45 one, as I ordered the large-dog style. WELL worth the money and shipping cost. Less than $15 and I'm very happy.",cats
293,"This is a high quality crate. It is very easy to set up, break down and transport. Great for just an in-the-house crate and/or for traveling with your dog.",dogs
294,"advertised for small dogs, but it is to large for a Yorkie puppy, maybe when he is a year old we can use it.very well made",dogs
295,"We have had a serious problem with our cats' marking behavior for several years. They would pretty much pee on anything vertical (walls, furniture, appliances, etc). We had tried several remedies without much success. Last fall, we remodeled our family room and we were determined to keep the new room ""pristine"". We heard about Feliway and decided to give the diffuser a try.Feliway actually worked! We put 1 diffuser in the living room (same old carpet and furniture as before) and 1 in the remodeled family room (all new materials). Marking stopped in both rooms, as well as in areas that are immediately adjacent. In the past 6 months or so that we've used Feliway, we've had 1 episode of a cat peeing on some papers, so the problem isn't 100% cured, but the improvement over daily marking is huge. (We did get a recurrence of some vertical spraying in 1 room when we were late in refilling the diffuser. Refilling it stopped the behavior again).Feliway isn't cheap, but it still costs less than cleaning or replacing damaged furniture, paint and carpets. It's no work --just plug it in-- and the house smells good again. Hallelujah.",cats
296,"I have two labrador retreiver dogs and they shed a lot throughout the year, this brush gets rid of all of their dead hair which helps keep my floors and furniture with much less hair thus I have to clean less often. Great product!",cats
297,"First time we've ever been disappointed in an Amazon-offered dog toy. (And believe me.... our house is FULL of them...!) The ball merely made the noise of &#34;spare&#34; or &#34;loose&#34; parts knocking around ... not the fun, giggling sound we were anticipating. We bought the &#34;talking ball&#34; some time ago, and we (AND our dog!) just loved it. It was a lot of fun watching her chase it around while it &#34;taunted&#34; her....! But this one was apparently only defective in its production. I returned it per the return instructions, and had requested a &#34;replacement&#34; -- but found I had received a &#34;credit&#34; on my account instead. That was a bit disappointing, too.... Maybe there was just an overall problem with the production of this particular toy....?",dogs
298,The steps look like they do in the photo and were very easy to assemble. They have enough weight to them so they don't move when the dog is on the stairs. Too bad my dog does not like them - he won't use them for the world.,dogs
299,"This item is fantastic! No water on the floor, no puppy in the water. It is easily lifted, holds a good amount of water. When finished with puppyhood this item will be great for travel or on the boat. No Spills.",dogs
300,"I have an English Bulldog and English Bulldog Breeders seem to give Fromm Good reviews. Since changing my Bulldogs' food from Blue Buffalo to Fromm my bulldog sheds more than he normally does. Also, his gas is worse and more frequent. He has gained more weight. In the morning his eyes have that morning gunk in it and his stools are more runny than before. This is the only thing that has changed in his diet. I take really good care of my dog. By the way, I did not change him suddenly from Blue Buffalo to Fromm. It was gradual and I only feed him a cup and a half in the morning and at night. I will try the Senior Low Activity Version and if I do not have any luck I will switch back to Blue Buffalo.",dogs
301,"I can see how some dogs would tear these to pieces quickly. However, my two Corgis will chase and retrieve them for weeks even if there's a tear in them or the ""squeaky"" is long gone. They can't hold onto a harder tennis ball. These are their favorites.",dogs
302,My dog has disc disease and the choline in cholodin improves neurologic function and it has improved his ability to use his hind legs.,dogs
303,"I agree with the other reviews. Especially for this money, this box works very well.We have the Omega box at home and wanted something more compact and cheaper for our lake house and cab-over camper. This is easy to clean and stow.",cats
304,My 8 month old labradoodle can chew through most toys in seconds. He has yet to gnaw this one apart. He runs around the house making it moo. I think the sound occupies him enough that he doesn't destroy it.,dogs
305,Our new tween-aged dog ignored it completely. we even poured out a large puddle of this and she tried to drink it. not exactly the intended result. save your money and get a book. or just get someone else's dog to visit your yard.,cats
306,"Product is excellent, kittens are growing & healthy. Shipping costs are reasonable & product arrives quickly.Thanks, Beverley Nichols",cats
307,"I bought this for our two cats to stop them from spilling their water bowl. The cats really love running water. One time the water was overflowing so I looked it over and realized the removable pump filter was clogged with hair. A quick and easy fix and the problem was solved. Now I know to clean the unit more often since it was in need of a cleaning when this happened.The cats really love this fountain. When I am cleaning it, they sit around watching me to make sure I put it back together. Seriously, it gets their attention when I pick it up off of the floor for any reason. They will sit in the kitchen and meow for it until it is ready for them.All you have to do is keep it clean. Honestly, If you are too lazy to clean your cat's water bowl then you need to ask yourself if you are ready for pets.To clean:I carefully disassemble the unit every 2-3 weeks and run the grey parts through the dishwasher (top rack). I also submerge the pump in soapy water and run it for about ten minutes to clean it, then do the same with non-soapy water to rinse, then allow it to air-dry. We've had this unit for a year now. I would not hesitate to buy another one. Highly recommended!",cats
308,"I had high expectations for this Fly Stik. I have had opportunities for flies to land on it, but they totally ignore it. Too bad.",cats
309,This product is not worth the money you pay for it......the holes will not line up with the clips therefore the material ripped due to being tugged trying to line it up....my cat never even got to play in it at all . Waste of money!!,cats
310,Considering my cat thinks he is a dog;this toy is great! My cat use to love tennis balls. I got him this toy and now he doesn't even play with the tennis ball. This is a really simple cat toy that does a great job entertaining my cat. Also the price is fair.,cats
311,Does what you buy it for.... Removes fleas.Comb is sturdy and well made. We have yorkies and goes thru their hair easily.,cats
312,My border collie loves stuffed animals but tends to destroy them quickly. This one seems very sturdy and she loves it.,dogs
313,"Product arrived promptly and is exactly as advertised. Still trying to convince ""the pup"" that it's better than snuggling with Dad!",dogs
314,"Be really careful when ordering your product with relation to the size. There are only a few inches difference between a large and extra large, but I had to return my large for the extra large because those few inches make all the difference. Outside that, we love this thing. I feel really comfortable putting my yellow lab in the kennel when we're traveling. We even went through a pretty good rain while driving and she stayed dry inside. I don't know that I'd leave it outside all night with raining weather, but for a few hours riding in the bed of the truck it worked really well. It does make picking up the kennel easier (obviously empty); less ackward.",dogs
315,"We bought the Litermaid 4 years ago, and have never stopped using it. It stays on full time and we have had 4 years of blissful kitty cleanup. I would not trade my Litermaid for anything!",cats
316,"I like this litter mat, it's cute. Not sure how effective it is since our cat jumps out of the litter box and doesn't really linger on the mat at all. It might be more effective if it were a little bigger. If my cat would actually come out of the litter box, sit on the mat and clean his paws then it would work great but he doesn't do that. It may just depend on the cat.",cats
317,"this is all I use, not cloudy after mixing, easy to mix, my reef and fish seem very happy with it.",fish aquatic pets
318,"My dog seems to like these. The cost seems to be a little high for a dog treat, but I'm otherwise quite happy with them.",dogs
319,"I have a 130-140 pound mastiff who is extremely playful. He's not quite 3 and still acts very much puppyish. I purchased this ball about two years ago, just hoping it might hold up a week or so because nothing seems to last in our house. Well, the Jolly Ball is still in one piece today and still his favorite toy. He carries it around by the holes and ""kicks"" it around with his feet all the time. We have even taken it to the river where it partially sinks and he dives for it. I HIGHLY reccomend this ball for any of the massive breeds. My corgi does not like the ball at all.",dogs
320,"Our 2 1/2 year old Boxer LOVED this toy!! He had so much fun playing with it, and the squeaker in the body had different sound compared to the other squeaker toys he has so it added some variety to his toy collection. Only down side is it didn't last as long as his other toys have. Within a month he already destroyed it. I still might buy another one sometime, just because he really loved this toy. We had the leopard colored one.",dogs
321,"Two of my six rescues wear Lupine collars and Lupine really will quickly and cheerfully replace them if they get chewed. The webbing comes out of the wash with the design looking crisp and spanking-new, no fading or fraying, and the one I had to replace had the buckle chewed, not the webbing. Working my way through putting them on all the dogs. I just wish they sold harnesses with an O-ring at the chest and sturdy strap on the back and not the step-in kind, which are useless for control or training with methods that use a harness. Maybe one day.Plum Blossom looks great on a blue-fawn brindle and Woofstock was perfect for our white and black peacemaker pit bull.",dogs
322,"This is a great product. Over time it really almost completely takes away the red stains from around the dogs eyes. We have a Maltese and they are completely white, with the exception of the red stains around the eyes. Angel Eyes has made a huge difference.",dogs
323,"The light of my life, Sand Anastasia, my Golden Retriver, was diagnose with severe arthritis. She couldn't walk.When I started giving her 6 table spoons of salmon oil with her food it was like a miracle.Sand is 11 years old and she can walk easily 3 and half miles daily without complains.I recomend this product one million percent!!!!",dogs
324,"This is a great training aide, don't expect to just push a button and have your dogs problems go away. It can work as a bark deterrent for some dogs but others it may just make them bark more. Like any dog training tool, there is no ""one size fits all"".That being said I love these type of dog whistles. You can use it to call your dog in from outdoors very easily, just teach them that this sounds equals treat first. Or you can use it as a distraction when on walks to help redirect your dog, tell them ""leave it"" when you push the button. I prefer to keep it my pocket and not point it at the dog.",dogs
325,"This is a great door and fits really well into my patio door. While it's relatively easy to install, my friend helped me drill the holes and ended up using his own drill bits. So I'm not sure the bits that come with the door are that great. The door sweep and the foam strip really help the fit.",cats
326,"Both cats were infested with fleas, the worse they have ever had within a month of using these collars, and both my cats are indoor only cats. I was very disappointed.",cats
327,We have a 14 gallon nano tank and needed replacement lights. The fish stores charge way too much for the same product. Arrived quickly and was well packaged so no breakage. Works great!,fish aquatic pets
328,goes through too many batteries and results are unpredictable. Works sometimes...then sometimes it doesn't. I don't like changing batteries everytime I use it.,dogs
329,My dogs seem to like it and at this point can't say definitively weather or not it works well for them but then again it's better to be proactive.,dogs
330,"I was replacing an old collar. I got this collar, and noticed when trying to train the dog it wasn't beeping every time it should. Before I could check it out, my husband let him off the leash, and said it didn't even shock the dog as he went through the wireless fence. Dog got away with the $140 collar, before we could get him.The dog came back three weeks later. After checking out the collar, it apparently works fine. It just has a lot larger range than the wireless fence says it should. This could be good or bad depending on your needs. We have a larger yard than average. With my original collar my other dog can't go past the yard. With this collar, this dog can go into the street, the woods behind the house, and the shock is not strong enough (even though we had his neck shaved) to bother him. I haven't tried it on my other dog to see if it is strong enough to bother him, because he is trained now not to go that far anyway. I also would never shock him just to see if the collar voltage is strong enough for the average dog.Therefore, it may work well for you, or it may not, depending on your dog.",dogs
331,"Works as advertised. Simple but extremely effective. Follow easy directions, make sure you don't overfill and expect years of trouble free usage. Beats the heck out of ""fishing"" for poop clumps.",cats
332,"These are assorted sizes. I expected them to all be the same...but they come in packs of three, 1 big and 2 small size. They'll work though and my cats will be happy. Glue over the edges...plastic not cleaned off the end where apparently they were ground down...just look them over and make sure all is okay before playtime. Quick shipping. Really can't beat it for $3.17 a piece.",cats
333,"This product didn't work. My dog has severe skin problems which intensify when the seasons change. Constant itching and skin licking. We have tried many products with little success. The vita-derm made her itching worse and licking a lot worse. We gave her the recommended dosage daily and used the whole bottle. The product also gave our dog horrible gas. For a dog with severe allergies, don't waste your time or money with vita-derm.",dogs
334,The only complaint I have about this bed is that it tilts off to the side . If the cushion could somehow be made more stable so that it didn't roll around so easily when the dog is in the bed it would be perfect for your little burrowing pup. The bed cover washes well and it is easy to take on and off.,cats
335,"This stuff works great to remove fresh urine and really old urine stains, without removing the color in the item being cleaned. If done properly this removes all odor and residue so the dog doesn't return to urinate on the same spot. It also works great at getting out ground in grass, blood, and other stains in clothes during laundry. Awesome product.",dogs
336,"This product is wonderful. It is so much better than a regular brush for removing hair. My cat is like the peanuts' charactor Pig Pen, just touch her and hair is everywhere, the Furminator has helped a great deal. Buying it on Amazon.com saved me $15 compared to the price if I bought it at the local department store.",cats
337,"After about 4 months experience with this product, here's my impressions...I purchased this collar as a training aid to help break one of our two small dogs of her persistent ""yappy"" barking habit. I emphasize ""aid"" as, unfortunately, there is no easy one-size-fits-all solution to addressing any animal behavioral issue. Any anti-bark device may only work as part of a training routine that can potentially require a aignificant amount of time and effort on the owner's part.My experience with the PetSafe began poorly. I received the item with a dead battery. It is unique to PetSafe products and is only available from limited places (online and some pet stores, so don't expect to run to your local big-box retailer and find these). The proprietary battery is supposedly used to improve water resistance and ruggedness",dogs
338,This Styptic powder is EXCELLENT. My dog's nails are black and it's difficult to gauge where the quick ends. I try to be very careful but generally have at least one &#34;accident&#34; every time I clip her nails. This stops the bleeding immediately and has the extra benefit of having Benzocaine to relieve any discomfort. Wouldn't be without this. Also good for minor cuts and abrasions anywhere on the animal.,cats
339,"I was really shocked on how much the brush (Large) was! I heard a lot of people say ""It really works!"" but I had to try it out for myself. My mom finally bought it for me and let me tell you, I'm in love! This brush works wonders for our animals! My Black Lab just loves when I come outside and brush her! I also have eight rabbits who shed a lot!! It works GREAT on them too! I even plan on buying the smaller brush for my rabbits because the large was it a little too big. I've tried it on my cats (Of course it works great!) but they really don't like being brushed for too long. I'm happy with the brush and I think it was well worth the money!",cats
340,"When I was looking for a window perch for Michiko, a Maine coon mix who weighs about 17 lbs, I was worried that my window sills were too shallow to hold a perch steady when she would jump up there. Well, it hasn't been a problem at all! She takes flying leaps at it (she plays really hard), and it doesn't budge. It stays solid and stable. And she LOVES it. I heartily recommend it.",cats
341,"My dog loves this toy, he plays with it every day for 2yrs and it still squiks and not even ripped. I would not be the 1st one to spent 5+$ on any dog toy, but believe me, this is the best money spent, just because it is so hard to ripp it",dogs
342,"I noticed that my two cats tend to get into bad habits when they're bored during the day. If I have a particularly busy day and don't get a chance to throw around their favorite toys or play with the mouse-on-a-string, they'll chew things and bother me in the middle of the night - standard bad cat stuff. Enter the springs. They're great because my cats enjoy chasing them down the hallway (they make a lovely sound on hardwood floors) and when my cats attempt to pick them up or stop them they'll often spring away, leading the cats on another chase. They're one of only a couple toys that my cats will pick up and return to me so less spring chasing for me and more for my cats.",cats
343,"The seller was amazingly quick with shipping, it got here 4 days ahead of schedule!As far as the furminator is concerned, it definitely picks up a ton of hair, but after about an hourof using it it still kept getting a lot of hair even in places I had already brushed. So now I'm wondering if all of that was really dead loose hair or if it is actually taking out/cutting perfectly good live hairs. Either way it is definitely helping with the shedding on my lab",cats
344,"This tool is unbelievable. It works so well to thin out the dense under-fur in our dog's coat, which really helps him stay shiny and cool especially during the season change from winter to summer. We couldn't do without it and neither could he. What a great find!",cats
345,My cat loves this food ! I do not want nasty things,cats
346,Very cute designs to chose from. not the softest things in the world though.. No complaints but I won't buy again.,dogs
347,My cat is going on 11 years old with lots of health issues. I've been giving her this product for the past 2 years and she hasn't had any health issues since.,cats
348,"It was a delight to have this product. It took me just 3 minutes to finish cutting all the nails of my Siamese cat. It has got a very useful safety stop to avoid cutting the nail too deep or hurt your pet. Recommended to every one.Safari Professional Pet Nail Trimmer, Small/Medium",dogs
